1.302714574817476434e+00,5.820095088068796274e-01
1.271431648390907609e+00,1.032411013161513624e+00
4.061699484008640115e-01,5.002129173552686270e-01
1.427732681536826531e+00,5.462150131927534513e-01
1.137079101767939804e+00,9.759835086548059868e-01
1.354097043693135438e+00,8.803492872231554189e-01
9.233002028950387796e-01,1.020191201016283911e+00
9.107052906577646212e-01,9.710692940527916317e-01
8.512599073098288116e-01,9.760960526926172331e-01
1.023668405636672940e+00,9.429188376715939013e-01
9.327035380613835081e-01,9.564650737490087984e-01
8.544921010078009305e-01,1.184546685763889995e+00
1.242199013818022779e+00,9.533161936183027763e-01
1.055632464883114574e+00,7.255274305276411262e-01
7.891881460901295497e-01,1.455913279310283803e+00
8.608292031784825493e-01,1.049965388095987828e+00
9.499525100910757303e-01,1.195184747481544241e+00
1.319474408652435260e+00,5.033887625361712637e-01
1.030651054893396257e+00,7.359676987676009308e-01
8.576719659691910413e-01,1.484816826458057459e+00
9.265250946728723624e-01,7.754598606221946300e-01
9.663529293643752238e-01,8.985814287171431936e-01
1.256055708694273854e+00,5.636667824410790395e-01
8.387473264236269266e-01,1.095280278532759555e+00
9.233387337655899474e-01,1.147100331677828544e+00
8.279839077749332477e-01,1.252796275609751264e+00
1.027636757089885888e+00,9.791282465492501252e-01
9.992027804247936018e-01,1.103949953357020508e+00
6.967259557330384157e-01,1.467768102571816113e+00
1.154854243379910494e+00,9.945369093229936563e-01
9.757952690728151079e-01,8.298127389436091850e-01
1.155943556600108391e+00,9.554147774191100728e-01
1.229297245341343103e+00,1.207335057837212844e+00
7.532248300094781523e-01,1.160888113813466571e+00
7.710834857468226167e-01,8.663773831066733377e-01
6.949800194239498241e-01,1.216067452087431278e+00
1.468423815153801604e+00,7.565052536522136606e-01
5.415817275321481716e-01,1.237549851085307573e+00
1.157749573855203939e+00,6.459076269145896942e-01
1.085494937747977895e+00,9.446387936579200284e-01
1.035881279846706526e+00,1.232062330527127436e+00
1.012773197874467623e+00,9.522970381791913130e-01
6.971851020121084819e-01,1.164166326574594956e+00
1.029620654608952357e+00,1.023564182896747887e+00
1.181441762197030565e+00,8.400683674221375297e-01
1.111398340731761136e+00,1.024998957080347717e+00
1.333505363771886776e+00,7.388647873179491343e-01
5.542090475824182905e-01,1.368188387739434075e+00
1.343657675802977902e+00,4.555068055580856479e-01
7.959460887499480997e-01,1.290133407454124637e+00
1.066160033462058010e+00,9.809478458808285062e-01
9.379682550000213448e-01,9.715918430900278846e-01
7.338290949189454349e-01,7.336653775140065115e-01
8.818575329510546235e-01,1.078550482855039627e+00
1.020787363361423061e+00,9.065608176964076170e-01
8.059956323272164935e-01,1.215706965694461017e+00
1.208954502123698260e+00,6.450562336092380278e-01
1.004608837063639237e+00,9.082463336778304752e-01
1.311173088678384335e+00,5.045759961576381514e-01
5.573808409558789201e-01,1.393003877988012729e+00
1.073088562171734761e+00,8.534719765520828449e-01
1.116700324038632619e+00,8.424556750666518656e-01
1.210655406595431582e+00,5.784418904480020940e-01
8.036066302364510694e-01,1.282173764182725328e+00
8.010607867127040871e-01,1.380581010597021319e+00
9.653461281597700561e-01,6.917592490792450199e-01
1.259883388711651175e+00,7.265040067163655024e-01
3.894838402729725035e-01,1.156400929006573541e+00
1.047294541881268248e+00,1.078221146679270381e+00
8.703745152623179049e-01,1.066605150223048470e+00
9.977084046024399244e-01,9.280902273281651516e-01
8.980816687281396593e-01,1.166035339028327789e+00
1.442639213551977440e+00,7.114389219466304981e-01
9.096015898868087257e-01,1.104199993201964825e+00
7.439543543172297824e-01,1.076051924563176332e+00
1.229480223297088060e+00,6.746133431228872324e-01
1.099827215549709747e+00,6.777352956946571805e-01
5.703615863955451282e-01,1.149085918147820129e+00
1.292103792805245011e+00,8.791634970707076224e-01
1.024182959524176706e+00,3.595762727209957377e-01
9.330164001102480009e-01,8.853481751508075481e-01
1.077260602381070465e+00,1.018794043912466751e+00
8.648406030618414064e-01,1.473284873312761922e+00
8.735022738308512169e-01,8.901033504398816465e-01
7.670448956445725663e-01,1.250681416852586159e+00
8.619951053473504654e-01,1.041856265375083135e+00
1.156285083411835002e+00,5.797232347758272120e-01
7.529586358006810087e-01,9.654529016894883853e-01
