1.293752903191062620e+00,5.296772302677609234e-01
1.252644497106746080e+00,1.002155357725067253e+00
3.948989684867676431e-01,4.926225829823392410e-01
1.410477030730410197e+00,4.995542692655441930e-01
1.127934412649449269e+00,9.308800061868330866e-01
1.324661418035261162e+00,8.557811062628284393e-01
8.943890380427387266e-01,9.959656175739293182e-01
8.672065551087918545e-01,9.597711886384416857e-01
8.194596241378766521e-01,9.520882871150668780e-01
1.009191337658806642e+00,8.997482890075791939e-01
9.061039265994064174e-01,9.323395140941532766e-01
8.375446503886572192e-01,1.138543221893492108e+00
1.220362215702295527e+00,9.132382898567643625e-01
1.038633513358949934e+00,6.942529840068037972e-01
7.462081268514366705e-01,1.432026306938075422e+00
8.496085646230311372e-01,1.043366515514314807e+00
9.035179289269429370e-01,1.173327259869306527e+00
1.307659696422873719e+00,4.634790011158126943e-01
1.012541921134387346e+00,7.130103358041084416e-01
8.137525943461384470e-01,1.454557838473872655e+00
9.052977879751242796e-01,7.690544578818452326e-01
9.691074785510812584e-01,8.506410957819331431e-01
1.264932213447706788e+00,5.134088878145199875e-01
8.208900386302915297e-01,1.056132069110765626e+00
9.191899646002499313e-01,1.154132796286763796e+00
8.019762661161138340e-01,1.225503855954115151e+00
1.006158786400822347e+00,9.560525321355749506e-01
9.670198114500394571e-01,1.072044819565034279e+00
6.471782211516968752e-01,1.458949937675009689e+00
1.131779215844655573e+00,9.534126270333005415e-01
9.648516446602289909e-01,7.848994527176327285e-01
1.116834916965827151e+00,9.333234896774502687e-01
1.194179155477318233e+00,1.177356377352236194e+00
7.364368895548032423e-01,1.121792521241032237e+00
7.213395051334303698e-01,8.670033869915934055e-01
6.834498567961527771e-01,1.168933990062579698e+00
1.449972916827446223e+00,7.291944168222050937e-01
5.258899767842298845e-01,1.217833420408709788e+00
1.139323277615436725e+00,6.179022729163976546e-01
1.071555100033860120e+00,8.994846229634855250e-01
1.001697690071039482e+00,1.197616825397132212e+00
9.997966671518233595e-01,9.282728013745983331e-01
6.756115351424595294e-01,1.134613664821122692e+00
9.852656973867566226e-01,1.007480462793521214e+00
1.144908656531047564e+00,8.188489535100060834e-01
1.090276853486145781e+00,9.890582949832147364e-01
1.346750041727477143e+00,6.673733826407410863e-01
5.464783653388558538e-01,1.342040534248863048e+00
1.298645138357741535e+00,4.464714127660227572e-01
7.818225679438212117e-01,1.249633871051531564e+00
1.053066894929123531e+00,9.424524865208876445e-01
9.143797879949403518e-01,9.552246395535042289e-01
7.108150403336893630e-01,7.182069424521185796e-01
8.369878849172122104e-01,1.062593047669651458e+00
9.977769373155448429e-01,8.717004095254473617e-01
7.713464033904154915e-01,1.201709564215024173e+00
1.175026428611416929e+00,6.255579048674174691e-01
9.770386443765003426e-01,9.036008101870027787e-01
1.312625736074079397e+00,4.743394283744080120e-01
5.019225006711461878e-01,1.387833108284769912e+00
1.062756377843209643e+00,8.043483649799605395e-01
1.100049453645737474e+00,8.101615632783172316e-01
1.194729315889997645e+00,5.670519679990561057e-01
7.765206133790891752e-01,1.261016497656892277e+00
7.695342481493323561e-01,1.348989456204821469e+00
9.578266533579865571e-01,6.668632600468540339e-01
1.244284316837610538e+00,6.806288398852521349e-01
3.673446098449026365e-01,1.145062262709474643e+00
1.029688323334992051e+00,1.041749429917426806e+00
8.560763708596154098e-01,1.030024610119510964e+00
9.630121505008260030e-01,9.217404527812764758e-01
8.570065637867763098e-01,1.145227922456939496e+00
1.417024620264085932e+00,6.733130941987165441e-01
8.629939839872823315e-01,1.093022395184599205e+00
7.043995435577603548e-01,1.063552453384725149e+00
1.202140020774486562e+00,6.426203996810613273e-01
1.103185899473201781e+00,6.453180906593209976e-01
5.364877383139816658e-01,1.146652609710188342e+00
1.251993377724337275e+00,8.527854914879451353e-01
1.014255064203828383e+00,3.476588258280006172e-01
9.383565723147474502e-01,8.333821197490979271e-01
1.031996846587796002e+00,1.010338107162971566e+00
8.301592364091592291e-01,1.444763832293464167e+00
8.420345121629607688e-01,8.831703653951618049e-01
7.330258398583973101e-01,1.223855947161967883e+00
8.391938407255516985e-01,1.030897753229217173e+00
1.150896120596852201e+00,5.472270480547440918e-01
7.166574052429884878e-01,9.518354488492700716e-01
1.071672254649489453e+00,8.022342238699606831e-01
6.463193925534215234e-01,1.343854772240835160e+00
6.752241629577917514e-01,7.145016198445334199e-01
7.923027827203383833e-01,1.021537720125414994e+00
1.249343436660246276e+00,6.728828773312759415e-01
9.688956905671510800e-01,4.976605314517877909e-01
1.052174947634261448e+00,9.667970196096745683e-01
7.585630496519397692e-01,1.010590155848239746e+00
5.306500359923698174e-01,1.287472933946093523e+00
8.951183776974014350e-01,1.063213213696707404e+00
5.373718699027449919e-01,1.063907604342853919e+00
9.320595412012272485e-01,8.003520690125546233e-01
9.851559168260469734e-01,1.004048340259457550e+00
7.057215299738309744e-01,1.147429913085157072e+00
5.484506601942662485e-01,1.247446172642285411e+00
1.127765571218839913e+00,6.465641619817992236e-01
9.970320724092602838e-01,9.063086784546353636e-01
7.655528668725974928e-01,7.805907215241625341e-01
5.642913709621681928e-01,1.079012487205761595e+00
1.166615252227861221e+00,6.714349647608355287e-01
9.944066360805394744e-01,9.074122275305134266e-01
4.993900502881916670e-01,1.133420303005964636e+00
9.216514417579767526e-01,9.713079732005350797e-01
1.386604404958451386e+00,7.025287650317556531e-01
9.446917873924174369e-01,1.054191824129103505e+00
1.121184017982613801e+00,7.375843147317603377e-01
1.009115956237379264e+00,8.235310028716290587e-01
1.005807650337636083e+00,1.023241717142686635e+00
7.445906048030480617e-01,1.150375033760713261e+00
5.173731044884076757e-01,1.078102851454957989e+00
1.195648600256507654e+00,1.159290166386959031e+00
7.867367608607505058e-01,1.387087426676576696e+00
8.885385473186455663e-01,8.212928236264651627e-01
5.331837504263672312e-01,1.093012007567162769e+00
9.218255144295471881e-01,1.149317264268137739e+00
1.112903675534719028e+00,7.759652642371757114e-01
1.147203130067953714e+00,8.725355556042952987e-01
7.910061349166065403e-01,1.064731644261974974e+00
1.055745036290965277e+00,1.116778377098709196e+00
1.381385414948845369e+00,5.461135567683934600e-01
1.124885175906970458e+00,8.956366801116887322e-01
8.660808087545330824e-01,1.040197160238121477e+00
9.410978175100164211e-01,5.360315711382129811e-01
1.060576378570132317e+00,8.670927327153454822e-01
1.187023225150229289e+00,8.115227905096134009e-01
9.562958202612157343e-01,1.108134832521328272e+00
6.365038057000520499e-01,1.192869397993317815e+00
7.159463807163760629e-01,1.349458915053592500e+00
1.004431180699115744e+00,8.888340746018612570e-01
1.186762907409309120e+00,1.010506801989642156e+00
9.316520342324214887e-01,1.005814023992220196e+00
9.987285755777618457e-01,8.495471811733913414e-01
1.038289752424942591e+00,9.988324085824401566e-01
1.197737093755219195e+00,9.753778314637058244e-01
9.273950684994267668e-01,9.318574202081337798e-01
1.011107929093914004e+00,9.028553494857853856e-01
9.084873586379236254e-01,8.508352553282231279e-01
9.030835689249581133e-01,9.229489275471056686e-01
9.563838096689057933e-01,7.817954032186367197e-01
7.552241255275674581e-01,1.101787979057136546e+00
1.060070291147749533e+00,9.714013578982471087e-01
1.205095015335738484e+00,9.293110374803976725e-01
1.071170186261044321e+00,8.099210450308160780e-01
5.189045045724823835e-01,1.332927047630453332e+00
6.901377160255985910e-01,8.377178107936149587e-01
7.900454601630995111e-01,1.133417840876896454e+00
8.355445979002554813e-01,7.611815109495982945e-01
7.830469699489154278e-01,1.233072739605711732e+00
1.100272027437103839e+00,9.395023928684177461e-01
6.736158046249356435e-01,1.328118254200633563e+00
1.079635954492386363e+00,6.623928507406298127e-01
1.087810450797070283e+00,7.959591245672655857e-01
1.090578375497751829e+00,6.650254538803689330e-01
9.804773319339508131e-01,7.580897034315389194e-01
1.027415344888855220e+00,8.873002451779701261e-01
7.558265351460112802e-01,1.192712061199552087e+00
9.166307803889394146e-01,8.272112039485406410e-01
9.092346780488442803e-01,1.079452843176889942e+00
1.098703313650752689e+00,7.492838981670523202e-01
9.668597840326451642e-01,9.703145978358186374e-01
1.416389711115204841e+00,7.368080681363453621e-01
8.257746135043905200e-01,8.726249509609330657e-01
1.123184417199070140e+00,9.231446939706736687e-01
1.115700319881828273e+00,8.816761278374481980e-01
7.558151750164182614e-01,1.006992679665888124e+00
8.716500011165974060e-01,1.107780901463604861e+00
9.529029259464005808e-01,1.020467286122599848e+00
1.150828741955519430e+00,7.793959622467283577e-01
1.194829835484968017e+00,7.017770500478128781e-01
7.230645491357295951e-01,1.231185915346258763e+00
8.104134539455228881e-01,9.203453427616393734e-01
1.048197241594671203e+00,7.239477350053690197e-01
1.058429662765032697e+00,6.512016077335811559e-01
1.399191966818862376e+00,7.567912465388795251e-01
4.970315451561986286e-01,1.327310428725927638e+00
1.147772115886369848e+00,9.943196107380831705e-01
1.274186110563764851e+00,7.481081745177639020e-01
1.145099939203115813e+00,7.403540033902828998e-01
1.024868583817692747e+00,1.098071004116323968e+00
7.220128504914392620e-01,8.713440130440905929e-01
1.222759957651356588e+00,9.118872301311187201e-01
1.197257466589698671e+00,9.074397161138827439e-01
1.054963399304618799e+00,9.161899548854416375e-01
1.191825573272253136e+00,1.037237698168219868e+00
9.483051394182325788e-01,8.284630054078321315e-01
9.877537129988267495e-01,1.013436457710727323e+00
4.731970962502604072e-01,1.059530999211615088e+00
1.086079116840096281e+00,9.206314015380190341e-01
